SID,SEASON,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,USA_ATCF_ID,USA_WIND,USA_PRES,Target_Delta_Wind_6h,Target_Delta_Pres_6h,Target_Delta_Wind_12h,Target_Delta_Pres_12h,Target_Delta_Wind_18h,Target_Delta_Pres_18h,Target_Delta_Wind_24h,Target_Delta_Pres_24h,Target_Delta_Wind_30h,Target_Delta_Pres_30h,Target_Delta_Wind_36h,Target_Delta_Pres_36h,Target_Delta_Wind_42h,Target_Delta_Pres_42h,Target_Delta_Wind_48h,Target_Delta_Pres_48h,Target_Delta_Wind_54h,Target_Delta_Pres_54h,Target_Delta_Wind_60h,Target_Delta_Pres_60h,Target_Delta_Wind_66h,Target_Delta_Pres_66h,Target_Delta_Wind_72h,Target_Delta_Pres_72h,Target_Delta_Wind_78h,Target_Delta_Pres_78h,Target_Delta_Wind_84h,Target_Delta_Pres_84h,Target_Delta_Wind_90h,Target_Delta_Pres_90h,Target_Delta_Wind_96h,Target_Delta_Pres_96h,Target_Delta_Wind_102h,Target_Delta_Pres_102h,Target_Delta_Wind_108h,Target_Delta_Pres_108h,Target_Delta_Wind_114h,Target_Delta_Pres_114h,Target_Delta_Wind_120h,Target_Delta_Pres_120h,Year
2017242N16333,2017,,,IRMA,2017-09-04 00:00:00,TS,17.3,309.59375,AL112017,100.0,959.0,5.0,-7.0,10.0,-14.0,15.0,-15.0,25.0,-16.0,35.0,-26.0,50.0,-30.0,55.0,-33.0,55.0,-44.0,55.0,-45.0,55.0,-44.0,50.0,-43.0,50.0,-43.0,45.0,-39.0,45.0,-38.0,45.0,-37.0,40.0,-40.0,35.0,-34.0,35.0,-32.0,40.0,-34.0,45.0,-35.0,2017
2017242N16333,2017,,,IRMA,2017-09-04 12:00:00,TS,16.8,307.40625,AL112017,110.0,945.0,5.0,-1.0,15.0,-2.0,25.0,-12.0,40.0,-16.0,45.0,-19.0,45.0,-30.0,45.0,-31.0,45.0,-30.0,40.0,-29.0,40.0,-29.0,35.0,-25.0,35.0,-24.0,35.0,-23.0,30.0,-26.0,25.0,-20.0,25.0,-18.0,30.0,-20.0,35.0,-21.0,20.0,-15.0,0.0,-4.0,2017
2017242N16333,2017,,,IRMA,2017-09-05 00:00:00,TS,16.6,304.90625,AL112017,125.0,943.0,10.0,-10.0,25.0,-14.0,30.0,-17.0,30.0,-28.0,30.0,-29.0,30.0,-28.0,25.0,-27.0,25.0,-27.0,20.0,-23.0,20.0,-22.0,20.0,-21.0,15.0,-24.0,10.0,-18.0,10.0,-16.0,15.0,-18.0,20.0,-19.0,5.0,-13.0,-15.0,-2.0,-30.0,-5.0,-25.0,-11.0,2017
2017242N16333,2017,,,IRMA,2017-09-05 12:00:00,TS,16.7,302.1875,AL112017,150.0,929.0,5.0,-3.0,5.0,-14.0,5.0,-15.0,5.0,-14.0,0.0,-13.0,0.0,-13.0,-5.0,-9.0,-5.0,-8.0,-5.0,-7.0,-10.0,-10.0,-15.0,-4.0,-15.0,-2.0,-10.0,-4.0,-5.0,-5.0,-20.0,1.0,-40.0,12.0,-55.0,9.0,-50.0,3.0,-35.0,1.0,-35.0,2.0,2017
2017242N16333,2017,,,IRMA,2017-09-06 00:00:00,TS,17.3,299.40625,AL112017,155.0,915.0,0.0,-1.0,0.0,0.0,-5.0,1.0,-5.0,1.0,-10.0,5.0,-10.0,6.0,-10.0,7.0,-15.0,4.0,-20.0,10.0,-20.0,12.0,-15.0,10.0,-10.0,9.0,-25.0,15.0,-45.0,26.0,-60.0,23.0,-55.0,17.0,-40.0,15.0,-40.0,16.0,-55.0,21.0,-75.0,27.0,2017
2017242N16333,2017,,CS,IRMA,2017-09-06 12:00:00,TS,18.1,296.6875,AL112017,155.0,915.0,-5.0,1.0,-5.0,1.0,-10.0,5.0,-10.0,6.0,-10.0,7.0,-15.0,4.0,-20.0,10.0,-20.0,12.0,-15.0,10.0,-10.0,9.0,-25.0,15.0,-45.0,26.0,-60.0,23.0,-55.0,17.0,-40.0,15.0,-40.0,16.0,-55.0,21.0,-75.0,27.0,-90.0,46.0,-105.0,55.0,2017
2017242N16333,2017,,,IRMA,2017-09-07 00:00:00,TS,19.2,293.8125,AL112017,150.0,916.0,-5.0,4.0,-5.0,5.0,-5.0,6.0,-10.0,3.0,-15.0,9.0,-15.0,11.0,-10.0,9.0,-5.0,8.0,-20.0,14.0,-40.0,25.0,-55.0,22.0,-50.0,16.0,-35.0,14.0,-35.0,15.0,-50.0,20.0,-70.0,26.0,-85.0,45.0,-100.0,54.0,-105.0,64.0,-115.0,70.0,2017
2017242N16333,2017,,,IRMA,2017-09-07 12:00:00,TS,20.2,291.0,AL112017,145.0,921.0,0.0,1.0,-5.0,-2.0,-10.0,4.0,-10.0,6.0,-5.0,4.0,0.0,3.0,-15.0,9.0,-35.0,20.0,-50.0,17.0,-45.0,11.0,-30.0,9.0,-30.0,10.0,-45.0,15.0,-65.0,21.0,-80.0,40.0,-95.0,49.0,-100.0,59.0,-110.0,65.0,-120.0,76.0,-125.0,79.0,2017
2017242N16333,2017,,,IRMA,2017-09-08 00:00:00,TS,21.1,288.1875,AL112017,140.0,919.0,-5.0,6.0,-5.0,8.0,0.0,6.0,5.0,5.0,-10.0,11.0,-30.0,22.0,-45.0,19.0,-40.0,13.0,-25.0,11.0,-25.0,12.0,-40.0,17.0,-60.0,23.0,-75.0,42.0,-90.0,51.0,-95.0,61.0,-105.0,67.0,-115.0,78.0,-120.0,81.0,-125.0,84.0,-125.0,85.0,2017
2017242N16333,2017,,,IRMA,2017-09-08 12:00:00,TS,21.8,285.3125,AL112017,135.0,927.0,5.0,-2.0,10.0,-3.0,-5.0,3.0,-25.0,14.0,-40.0,11.0,-35.0,5.0,-20.0,3.0,-20.0,4.0,-35.0,9.0,-55.0,15.0,-70.0,34.0,-85.0,43.0,-90.0,53.0,-100.0,59.0,-110.0,70.0,-115.0,73.0,-120.0,76.0,-120.0,77.0,-120.0,77.0,-120.0,78.0,2017
2017247N09327,2017,,,JOSE,2017-09-05 12:00:00,TS,12.0,321.1875,AL122017,35.0,1008.0,5.0,-2.0,10.0,-4.0,15.0,-7.0,20.0,-10.0,30.0,-13.0,35.0,-15.0,45.0,-22.0,55.0,-31.0,65.0,-39.0,70.0,-44.0,80.0,-53.0,95.0,-68.0,100.0,-69.0,100.0,-70.0,95.0,-68.0,90.0,-67.0,85.0,-66.0,80.0,-65.0,80.0,-63.0,80.0,-60.0,2017
2017247N09327,2017,,,JOSE,2017-09-06 00:00:00,TS,12.2,318.6875,AL122017,45.0,1004.0,5.0,-3.0,10.0,-6.0,20.0,-9.0,25.0,-11.0,35.0,-18.0,45.0,-27.0,55.0,-35.0,60.0,-40.0,70.0,-49.0,85.0,-64.0,90.0,-65.0,90.0,-66.0,85.0,-64.0,80.0,-63.0,75.0,-62.0,70.0,-61.0,70.0,-59.0,70.0,-56.0,60.0,-48.0,55.0,-42.0,2017
2017247N09327,2017,,,JOSE,2017-09-06 12:00:00,TS,13.1,316.09375,AL122017,55.0,998.0,10.0,-3.0,15.0,-5.0,25.0,-12.0,35.0,-21.0,45.0,-29.0,50.0,-34.0,60.0,-43.0,75.0,-58.0,80.0,-59.0,80.0,-60.0,75.0,-58.0,70.0,-57.0,65.0,-56.0,60.0,-55.0,60.0,-53.0,60.0,-50.0,50.0,-42.0,45.0,-36.0,35.0,-30.0,30.0,-26.0,2017
2017247N09327,2017,,,JOSE,2017-09-07 00:00:00,TS,14.1,313.3125,AL122017,70.0,993.0,10.0,-7.0,20.0,-16.0,30.0,-24.0,35.0,-29.0,45.0,-38.0,60.0,-53.0,65.0,-54.0,65.0,-55.0,60.0,-53.0,55.0,-52.0,50.0,-51.0,45.0,-50.0,45.0,-48.0,45.0,-45.0,35.0,-37.0,30.0,-31.0,20.0,-25.0,15.0,-21.0,10.0,-19.0,5.0,-16.0,2017
2017247N09327,2017,,,JOSE,2017-09-07 12:00:00,TS,14.7,310.09375,AL122017,90.0,977.0,10.0,-8.0,15.0,-13.0,25.0,-22.0,40.0,-37.0,45.0,-38.0,45.0,-39.0,40.0,-37.0,35.0,-36.0,30.0,-35.0,25.0,-34.0,25.0,-32.0,25.0,-29.0,15.0,-21.0,10.0,-15.0,0.0,-9.0,-5.0,-5.0,-10.0,-3.0,-15.0,0.0,-20.0,2.0,-20.0,2.0,2017
2017247N09327,2017,,,JOSE,2017-09-08 00:00:00,TS,15.5,306.8125,AL122017,105.0,964.0,10.0,-9.0,25.0,-24.0,30.0,-25.0,30.0,-26.0,25.0,-24.0,20.0,-23.0,15.0,-22.0,10.0,-21.0,10.0,-19.0,10.0,-16.0,0.0,-8.0,-5.0,-2.0,-15.0,4.0,-20.0,8.0,-25.0,10.0,-30.0,13.0,-35.0,15.0,-35.0,15.0,-35.0,16.0,-35.0,17.0,2017
2017247N09327,2017,,,JOSE,2017-09-08 12:00:00,TS,16.1,303.59375,AL122017,130.0,940.0,5.0,-1.0,5.0,-2.0,0.0,0.0,-5.0,1.0,-10.0,2.0,-15.0,3.0,-15.0,5.0,-15.0,8.0,-25.0,16.0,-30.0,22.0,-40.0,28.0,-45.0,32.0,-50.0,34.0,-55.0,37.0,-60.0,39.0,-60.0,39.0,-60.0,40.0,-60.0,41.0,-60.0,41.0,-60.0,41.0,2017
2017247N09327,2017,,,JOSE,2017-09-09 00:00:00,TS,16.7,301.09375,AL122017,135.0,938.0,-5.0,2.0,-10.0,3.0,-15.0,4.0,-20.0,5.0,-20.0,7.0,-20.0,10.0,-30.0,18.0,-35.0,24.0,-45.0,30.0,-50.0,34.0,-55.0,36.0,-60.0,39.0,-65.0,41.0,-65.0,41.0,-65.0,42.0,-65.0,43.0,-65.0,43.0,-65.0,43.0,-65.0,43.0,-65.0,43.0,2017
2017247N09327,2017,,,JOSE,2017-09-09 12:00:00,TS,17.9,299.1875,AL122017,125.0,941.0,-5.0,1.0,-10.0,2.0,-10.0,4.0,-10.0,7.0,-20.0,15.0,-25.0,21.0,-35.0,27.0,-40.0,31.0,-45.0,33.0,-50.0,36.0,-55.0,38.0,-55.0,38.0,-55.0,39.0,-55.0,40.0,-55.0,40.0,-55.0,40.0,-55.0,40.0,-55.0,40.0,-55.0,40.0,-60.0,42.0,2017
2017247N09327,2017,,,JOSE,2017-09-10 00:00:00,TS,19.4,297.09375,AL122017,115.0,943.0,0.0,2.0,0.0,5.0,-10.0,13.0,-15.0,19.0,-25.0,25.0,-30.0,29.0,-35.0,31.0,-40.0,34.0,-45.0,36.0,-45.0,36.0,-45.0,37.0,-45.0,38.0,-45.0,38.0,-45.0,38.0,-45.0,38.0,-45.0,38.0,-45.0,38.0,-50.0,40.0,-50.0,42.0,-55.0,45.0,2017
2017247N09327,2017,,,JOSE,2017-09-10 12:00:00,TS,21.2,294.6875,AL122017,115.0,948.0,-10.0,8.0,-15.0,14.0,-25.0,20.0,-30.0,24.0,-35.0,26.0,-40.0,29.0,-45.0,31.0,-45.0,31.0,-45.0,32.0,-45.0,33.0,-45.0,33.0,-45.0,33.0,-45.0,33.0,-45.0,33.0,-45.0,33.0,-50.0,35.0,-50.0,37.0,-55.0,40.0,-55.0,40.0,-55.0,38.0,2017
2017247N09327,2017,,,JOSE,2017-09-11 00:00:00,TS,23.3,292.375,AL122017,100.0,962.0,-10.0,6.0,-15.0,10.0,-20.0,12.0,-25.0,15.0,-30.0,17.0,-30.0,17.0,-30.0,18.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-30.0,19.0,-35.0,21.0,-35.0,23.0,-40.0,26.0,-40.0,26.0,-40.0,24.0,-35.0,21.0,-35.0,21.0,2017
2017247N09327,2017,,,JOSE,2017-09-11 12:00:00,TS,25.4,290.625,AL122017,85.0,972.0,-5.0,2.0,-10.0,5.0,-15.0,7.0,-15.0,7.0,-15.0,8.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-15.0,9.0,-20.0,11.0,-20.0,13.0,-25.0,16.0,-25.0,16.0,-25.0,14.0,-20.0,11.0,-20.0,11.0,-20.0,11.0,-20.0,8.0,2017
2017247N09327,2017,,,JOSE,2017-09-12 00:00:00,TS,27.2,290.625,AL122017,75.0,977.0,-5.0,2.0,-5.0,2.0,-5.0,3.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-10.0,6.0,-10.0,8.0,-15.0,11.0,-15.0,11.0,-15.0,9.0,-10.0,6.0,-10.0,6.0,-10.0,6.0,-10.0,3.0,-10.0,-4.0,-5.0,-6.0,2017
2017247N09327,2017,,,JOSE,2017-09-12 12:00:00,TS,27.7,291.6875,AL122017,70.0,979.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,-5.0,4.0,-5.0,6.0,-10.0,9.0,-10.0,9.0,-10.0,7.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,1.0,-5.0,-6.0,0.0,-8.0,5.0,-10.0,10.0,-12.0,2017
2017247N09327,2017,,,JOSE,2017-09-13 00:00:00,TS,26.8,293.3125,AL122017,70.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,2.0,-5.0,4.0,-10.0,7.0,-10.0,7.0,-10.0,5.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,-1.0,-5.0,-8.0,0.0,-10.0,5.0,-12.0,10.0,-14.0,10.0,-14.0,10.0,-9.0,2017
2017247N09327,2017,,,JOSE,2017-09-13 12:00:00,TS,25.8,294.1875,AL122017,70.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,2.0,-5.0,4.0,-10.0,7.0,-10.0,7.0,-10.0,5.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,-1.0,-5.0,-8.0,0.0,-10.0,5.0,-12.0,10.0,-14.0,10.0,-14.0,10.0,-9.0,5.0,-7.0,0.0,-5.0,2017
2017247N09327,2017,,,JOSE,2017-09-14 00:00:00,TS,25.1,294.3125,AL122017,70.0,981.0,0.0,0.0,-5.0,2.0,-5.0,4.0,-10.0,7.0,-10.0,7.0,-10.0,5.0,-5.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,-1.0,-5.0,-8.0,0.0,-10.0,5.0,-12.0,10.0,-14.0,10.0,-14.0,10.0,-9.0,5.0,-7.0,0.0,-5.0,-5.0,-6.0,-5.0,-9.0,2017
2017247N09327,2017,,,JOSE,2017-09-14 12:00:00,TS,24.8,293.6875,AL122017,65.0,983.0,0.0,2.0,-5.0,5.0,-5.0,5.0,-5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-10.0,5.0,-12.0,10.0,-14.0,15.0,-16.0,15.0,-16.0,15.0,-11.0,10.0,-9.0,5.0,-7.0,0.0,-8.0,0.0,-11.0,0.0,-12.0,-5.0,-10.0,2017
2017247N09327,2017,,,JOSE,2017-09-15 00:00:00,TS,25.4,292.375,AL122017,60.0,988.0,0.0,0.0,0.0,-2.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-8.0,5.0,-15.0,10.0,-17.0,15.0,-19.0,20.0,-21.0,20.0,-21.0,20.0,-16.0,15.0,-14.0,10.0,-12.0,5.0,-13.0,5.0,-16.0,5.0,-17.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,2017
2017247N09327,2017,,,JOSE,2017-09-15 12:00:00,TS,26.3,291.0,AL122017,60.0,986.0,5.0,-3.0,5.0,-3.0,5.0,-3.0,5.0,-6.0,5.0,-13.0,10.0,-15.0,15.0,-17.0,20.0,-19.0,20.0,-19.0,20.0,-14.0,15.0,-12.0,10.0,-10.0,5.0,-11.0,5.0,-14.0,5.0,-15.0,0.0,-13.0,0.0,-13.0,0.0,-13.0,0.0,-11.0,0.0,-10.0,2017
2017247N09327,2017,,,JOSE,2017-09-16 00:00:00,TS,27.2,289.3125,AL122017,65.0,983.0,0.0,0.0,0.0,-3.0,0.0,-10.0,5.0,-12.0,10.0,-14.0,15.0,-16.0,15.0,-16.0,15.0,-11.0,10.0,-9.0,5.0,-7.0,0.0,-8.0,0.0,-11.0,0.0,-12.0,-5.0,-10.0,-5.0,-10.0,-5.0,-10.0,-5.0,-8.0,-5.0,-7.0,-5.0,-7.0,-10.0,-4.0,2017
2017247N09327,2017,,,JOSE,2017-09-16 12:00:00,TS,28.2,288.1875,AL122017,65.0,980.0,0.0,-7.0,5.0,-9.0,10.0,-11.0,15.0,-13.0,15.0,-13.0,15.0,-8.0,10.0,-6.0,5.0,-4.0,0.0,-5.0,0.0,-8.0,0.0,-9.0,-5.0,-7.0,-5.0,-7.0,-5.0,-7.0,-5.0,-5.0,-5.0,-4.0,-5.0,-4.0,-10.0,-1.0,-10.0,2.0,-10.0,4.0,2017
2017247N09327,2017,,,JOSE,2017-09-17 00:00:00,TS,29.1,288.0,AL122017,70.0,971.0,5.0,-2.0,10.0,-4.0,10.0,-4.0,10.0,1.0,5.0,3.0,0.0,5.0,-5.0,4.0,-5.0,1.0,-5.0,0.0,-10.0,2.0,-10.0,2.0,-10.0,2.0,-10.0,4.0,-10.0,5.0,-10.0,5.0,-15.0,8.0,-15.0,11.0,-15.0,13.0,-20.0,13.0,-25.0,15.0,2017
2017247N09327,2017,,,JOSE,2017-09-17 12:00:00,TS,30.5,288.125,AL122017,80.0,967.0,0.0,0.0,0.0,5.0,-5.0,7.0,-10.0,9.0,-15.0,8.0,-15.0,5.0,-15.0,4.0,-20.0,6.0,-20.0,6.0,-20.0,6.0,-20.0,8.0,-20.0,9.0,-20.0,9.0,-25.0,12.0,-25.0,15.0,-25.0,17.0,-30.0,17.0,-35.0,19.0,-35.0,22.0,-40.0,25.0,2017
2017247N09327,2017,,,JOSE,2017-09-18 00:00:00,TS,31.9,288.375,AL122017,80.0,972.0,-5.0,2.0,-10.0,4.0,-15.0,3.0,-15.0,0.0,-15.0,-1.0,-20.0,1.0,-20.0,1.0,-20.0,1.0,-20.0,3.0,-20.0,4.0,-20.0,4.0,-25.0,7.0,-25.0,10.0,-25.0,12.0,-30.0,12.0,-35.0,14.0,-35.0,17.0,-40.0,20.0,-40.0,24.0,-45.0,27.0,2017
2017247N09327,2017,,,JOSE,2017-09-18 12:00:00,TS,33.5,288.8125,AL122017,70.0,976.0,-5.0,-1.0,-5.0,-4.0,-5.0,-5.0,-10.0,-3.0,-10.0,-3.0,-10.0,-3.0,-10.0,-1.0,-10.0,0.0,-10.0,0.0,-15.0,3.0,-15.0,6.0,-15.0,8.0,-20.0,8.0,-25.0,10.0,-25.0,13.0,-30.0,16.0,-30.0,20.0,-35.0,23.0,-35.0,26.0,-40.0,28.0,2017
2017247N09327,2017,,,JOSE,2017-09-19 00:00:00,TS,34.9,288.625,AL122017,65.0,972.0,0.0,-1.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,3.0,-5.0,4.0,-5.0,4.0,-10.0,7.0,-10.0,10.0,-10.0,12.0,-15.0,12.0,-20.0,14.0,-20.0,17.0,-25.0,20.0,-25.0,24.0,-30.0,27.0,-30.0,30.0,-35.0,32.0,-35.0,35.0,-40.0,37.0,2017
2017247N09327,2017,,,JOSE,2017-09-19 12:00:00,TS,36.3,288.3125,AL122017,60.0,973.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,-5.0,6.0,-5.0,9.0,-5.0,11.0,-10.0,11.0,-15.0,13.0,-15.0,16.0,-20.0,19.0,-20.0,23.0,-25.0,26.0,-25.0,29.0,-30.0,31.0,-30.0,34.0,-35.0,36.0,-35.0,37.0,-40.0,38.0,2017
2017247N09327,2017,,,JOSE,2017-09-20 00:00:00,TS,37.6,288.8125,AL122017,60.0,973.0,0.0,2.0,0.0,3.0,0.0,3.0,-5.0,6.0,-5.0,9.0,-5.0,11.0,-10.0,11.0,-15.0,13.0,-15.0,16.0,-20.0,19.0,-20.0,23.0,-25.0,26.0,-25.0,29.0,-30.0,31.0,-30.0,34.0,-35.0,36.0,-35.0,37.0,-40.0,38.0,-45.0,38.0,-45.0,39.0,2017
2017252N14147,2017,WP,MM,TALIM,2017-09-09 12:00:00,TS,15.3,142.75,WP202017,30.0,1000.0,5.0,-4.0,10.0,-7.0,10.0,-7.0,15.0,-11.0,20.0,-15.0,25.0,-10.0,30.0,-12.0,30.0,-22.0,30.0,-22.0,35.0,-26.0,40.0,-30.0,40.0,-19.0,45.0,-33.0,50.0,-37.0,60.0,-44.0,70.0,-52.0,80.0,-59.0,90.0,-67.0,85.0,-63.0,80.0,-59.0,2017
2017252N14147,2017,WP,MM,TALIM,2017-09-10 00:00:00,TS,15.8,140.375,WP202017,40.0,993.0,0.0,0.0,5.0,-4.0,10.0,-8.0,15.0,-3.0,20.0,-5.0,20.0,-15.0,20.0,-15.0,25.0,-19.0,30.0,-23.0,30.0,-12.0,35.0,-26.0,40.0,-30.0,50.0,-37.0,60.0,-45.0,70.0,-52.0,80.0,-60.0,75.0,-56.0,70.0,-52.0,55.0,-41.0,40.0,-30.0,2017
2017252N14147,2017,WP,MM,TALIM,2017-09-10 12:00:00,TS,16.9,138.375,WP202017,45.0,989.0,5.0,-4.0,10.0,1.0,15.0,-1.0,15.0,-11.0,15.0,-11.0,20.0,-15.0,25.0,-19.0,25.0,-8.0,30.0,-22.0,35.0,-26.0,45.0,-33.0,55.0,-41.0,65.0,-48.0,75.0,-56.0,70.0,-52.0,65.0,-48.0,50.0,-37.0,35.0,-26.0,25.0,-19.0,20.0,-15.0,2017
2017252N14147,2017,WP,MM,TALIM,2017-09-11 00:00:00,TS,18.1,136.125,WP202017,55.0,990.0,5.0,-2.0,5.0,-12.0,5.0,-12.0,10.0,-16.0,15.0,-20.0,15.0,-9.0,20.0,-23.0,25.0,-27.0,35.0,-34.0,45.0,-42.0,55.0,-49.0,65.0,-57.0,60.0,-53.0,55.0,-49.0,40.0,-38.0,25.0,-27.0,15.0,-20.0,10.0,-16.0,5.0,-12.0,0.0,-8.0,2017
2017252N14147,2017,WP,MM,TALIM,2017-09-11 12:00:00,TS,19.6,133.375,WP202017,60.0,978.0,0.0,0.0,5.0,-4.0,10.0,-8.0,10.0,3.0,15.0,-11.0,20.0,-15.0,30.0,-22.0,40.0,-30.0,50.0,-37.0,60.0,-45.0,55.0,-41.0,50.0,-37.0,35.0,-26.0,20.0,-15.0,10.0,-8.0,5.0,-4.0,0.0,0.0,-5.0,4.0,-5.0,-3.0,-5.0,-1.0,2017
2017252N14147,2017,WP,MM,TALIM,2017-09-12 00:00:00,TS,21.2,130.5,WP202017,65.0,974.0,5.0,-4.0,5.0,7.0,10.0,-7.0,15.0,-11.0,25.0,-18.0,35.0,-26.0,45.0,-33.0,55.0,-41.0,50.0,-37.0,45.0,-33.0,30.0,-22.0,15.0,-11.0,5.0,-4.0,0.0,0.0,-5.0,4.0,-10.0,8.0,-10.0,1.0,-10.0,3.0,-10.0,5.0,-10.0,5.0,2017
2017252N14147,2017,WP,MM,TALIM,2017-09-12 12:00:00,TS,22.9,127.875,WP202017,70.0,981.0,5.0,-14.0,10.0,-18.0,20.0,-25.0,30.0,-33.0,40.0,-40.0,50.0,-48.0,45.0,-44.0,40.0,-40.0,25.0,-29.0,10.0,-18.0,0.0,-11.0,-5.0,-7.0,-10.0,-3.0,-15.0,1.0,-15.0,-6.0,-15.0,-4.0,-15.0,-2.0,-15.0,-2.0,-15.0,-2.0,-15.0,-4.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-11 12:00:00,TS,16.5,250.0,EP152017,25.0,1007.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,5.0,-3.0,5.0,-3.0,10.0,-4.0,10.0,-4.0,5.0,-3.0,5.0,-3.0,5.0,-3.0,5.0,-3.0,5.0,-2.0,5.0,-2.0,5.0,-1.0,5.0,-1.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-12 00:00:00,TS,16.2,247.0,EP152017,25.0,1006.0,0.0,0.0,5.0,-2.0,5.0,-2.0,10.0,-3.0,10.0,-3.0,5.0,-2.0,5.0,-2.0,5.0,-2.0,5.0,-2.0,5.0,-1.0,5.0,-1.0,5.0,0.0,5.0,0.0,5.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,10.0,0.0,15.0,-1.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-12 12:00:00,TS,15.8,244.3125,EP152017,30.0,1004.0,0.0,0.0,5.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,-5.0,4.0,-5.0,4.0,0.0,3.0,5.0,2.0,10.0,1.0,20.0,-3.0,35.0,-13.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-13 00:00:00,TS,15.2,242.0,EP152017,35.0,1003.0,0.0,0.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,2.0,-5.0,2.0,-5.0,3.0,-5.0,3.0,-5.0,4.0,-5.0,4.0,-10.0,5.0,-10.0,5.0,-5.0,4.0,0.0,3.0,5.0,2.0,15.0,-2.0,30.0,-12.0,45.0,-23.0,65.0,-38.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-13 12:00:00,TS,14.9,239.875,EP152017,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,-5.0,4.0,-5.0,4.0,0.0,3.0,5.0,2.0,10.0,1.0,20.0,-3.0,35.0,-13.0,50.0,-24.0,70.0,-39.0,60.0,-31.0,35.0,-13.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-14 00:00:00,TS,15.1,238.5,EP152017,30.0,1004.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,-5.0,4.0,-5.0,4.0,0.0,3.0,5.0,2.0,10.0,1.0,20.0,-3.0,35.0,-13.0,50.0,-24.0,70.0,-39.0,60.0,-31.0,35.0,-13.0,15.0,-2.0,10.0,0.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-14 12:00:00,TS,15.3,237.3125,EP152017,30.0,1005.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,-5.0,3.0,-5.0,3.0,0.0,2.0,5.0,1.0,10.0,0.0,20.0,-4.0,35.0,-14.0,50.0,-25.0,70.0,-40.0,60.0,-32.0,35.0,-14.0,15.0,-3.0,10.0,-1.0,5.0,1.0,0.0,2.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-15 00:00:00,TS,15.7,236.125,EP152017,30.0,1006.0,0.0,0.0,0.0,1.0,0.0,1.0,-5.0,2.0,-5.0,2.0,0.0,1.0,5.0,0.0,10.0,-1.0,20.0,-5.0,35.0,-15.0,50.0,-26.0,70.0,-41.0,60.0,-33.0,35.0,-15.0,15.0,-4.0,10.0,-2.0,5.0,0.0,0.0,1.0,0.0,1.0,-5.0,2.0,2017
2017254N16251,2017,EP,MM,OTIS,2017-09-15 12:00:00,TS,16.0,235.1875,EP152017,30.0,1007.0,0.0,0.0,-5.0,1.0,-5.0,1.0,0.0,0.0,5.0,-1.0,10.0,-2.0,20.0,-6.0,35.0,-16.0,50.0,-27.0,70.0,-42.0,60.0,-34.0,35.0,-16.0,15.0,-5.0,10.0,-3.0,5.0,-1.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,2017
