SID,SEASON,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,USA_ATCF_ID,USA_WIND,USA_PRES,Target_Delta_Wind_6h,Target_Delta_Pres_6h,Target_Delta_Wind_12h,Target_Delta_Pres_12h,Target_Delta_Wind_18h,Target_Delta_Pres_18h,Target_Delta_Wind_24h,Target_Delta_Pres_24h,Target_Delta_Wind_30h,Target_Delta_Pres_30h,Target_Delta_Wind_36h,Target_Delta_Pres_36h,Target_Delta_Wind_42h,Target_Delta_Pres_42h,Target_Delta_Wind_48h,Target_Delta_Pres_48h,Target_Delta_Wind_54h,Target_Delta_Pres_54h,Target_Delta_Wind_60h,Target_Delta_Pres_60h,Target_Delta_Wind_66h,Target_Delta_Pres_66h,Target_Delta_Wind_72h,Target_Delta_Pres_72h,Target_Delta_Wind_78h,Target_Delta_Pres_78h,Target_Delta_Wind_84h,Target_Delta_Pres_84h,Target_Delta_Wind_90h,Target_Delta_Pres_90h,Target_Delta_Wind_96h,Target_Delta_Pres_96h,Target_Delta_Wind_102h,Target_Delta_Pres_102h,Target_Delta_Wind_108h,Target_Delta_Pres_108h,Target_Delta_Wind_114h,Target_Delta_Pres_114h,Target_Delta_Wind_120h,Target_Delta_Pres_120h,Year
2013064S18149,2013,SP,EA,SANDRA,2013-03-09 12:00:00,TS,-15.5,159.5,SH192013,65.0,974.0,10.0,-7.0,20.0,-15.0,30.0,-22.0,40.0,-30.0,45.0,-33.0,45.0,-33.0,40.0,-30.0,35.0,-26.0,25.0,-18.0,15.0,-11.0,15.0,-11.0,10.0,-7.0,-5.0,4.0,-15.0,11.0,-25.0,19.0,-20.0,15.0,-35.0,26.0,-40.0,30.0,-45.0,33.0,-25.0,19.0,2013
2013064S18149,2013,SP,MM,SANDRA,2013-03-10 00:00:00,TS,-15.9,160.5,SH192013,85.0,959.0,10.0,-7.0,20.0,-15.0,25.0,-18.0,25.0,-18.0,20.0,-15.0,15.0,-11.0,5.0,-3.0,-5.0,4.0,-5.0,4.0,-10.0,8.0,-25.0,19.0,-35.0,26.0,-45.0,34.0,-40.0,30.0,-55.0,41.0,-60.0,45.0,-65.0,48.0,-45.0,34.0,-50.0,37.0,-55.0,41.0,2013
2013064S18149,2013,SP,MM,SANDRA,2013-03-10 12:00:00,TS,-16.5,161.125,SH192013,105.0,944.0,5.0,-3.0,5.0,-3.0,0.0,0.0,-5.0,4.0,-15.0,12.0,-25.0,19.0,-25.0,19.0,-30.0,23.0,-45.0,34.0,-55.0,41.0,-65.0,49.0,-60.0,45.0,-75.0,56.0,-80.0,60.0,-85.0,63.0,-65.0,49.0,-70.0,52.0,-75.0,56.0,-75.0,56.0,-75.0,56.0,2013
2013064S18149,2013,SP,MM,SANDRA,2013-03-11 00:00:00,TS,-17.2,161.625,SH192013,110.0,941.0,-5.0,3.0,-10.0,7.0,-20.0,15.0,-30.0,22.0,-30.0,22.0,-35.0,26.0,-50.0,37.0,-60.0,44.0,-70.0,52.0,-65.0,48.0,-80.0,59.0,-85.0,63.0,-90.0,66.0,-70.0,52.0,-75.0,55.0,-80.0,59.0,-80.0,59.0,-80.0,59.0,-85.0,63.0,-85.0,63.0,2013
2013064S18149,2013,SP,MM,SANDRA,2013-03-11 12:00:00,TS,-18.3,162.0,SH192013,100.0,948.0,-10.0,8.0,-20.0,15.0,-20.0,15.0,-25.0,19.0,-40.0,30.0,-50.0,37.0,-60.0,45.0,-55.0,41.0,-70.0,52.0,-75.0,56.0,-80.0,59.0,-60.0,45.0,-65.0,48.0,-70.0,52.0,-70.0,52.0,-70.0,52.0,-75.0,56.0,-75.0,56.0,-75.0,56.0,-75.0,56.0,2013
2013064S18149,2013,SP,MM,SANDRA,2013-03-12 00:00:00,TS,-19.9,161.875,SH192013,80.0,963.0,0.0,0.0,-5.0,4.0,-20.0,15.0,-30.0,22.0,-40.0,30.0,-35.0,26.0,-50.0,37.0,-55.0,41.0,-60.0,44.0,-40.0,30.0,-45.0,33.0,-50.0,37.0,-50.0,37.0,-50.0,37.0,-55.0,41.0,-55.0,41.0,-55.0,41.0,-55.0,41.0,-55.0,41.0,-55.0,41.0,2013
2013072S12140,2013,SP,EA,TIM,2013-03-13 12:00:00,TS,-12.1,146.25,SH202013,25.0,1004.0,10.0,-8.0,20.0,-15.0,20.0,-15.0,25.0,-19.0,25.0,-19.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,15.0,-11.0,15.0,-11.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,5.0,-4.0,5.0,-4.0,0.0,0.0,0.0,0.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-04 00:00:00,TS,-9.3,77.625,SH212013,25.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,15.0,-11.0,20.0,-15.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-04 12:00:00,TS,-10.6,77.875,SH212013,25.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,15.0,-11.0,20.0,-15.0,25.0,-19.0,30.0,-22.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-05 00:00:00,TS,-11.0,76.625,SH212013,25.0,1004.0,0.0,0.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,15.0,-11.0,20.0,-15.0,25.0,-19.0,30.0,-22.0,35.0,-26.0,45.0,-34.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-05 12:00:00,TS,-11.3,74.875,SH212013,25.0,1004.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,15.0,-11.0,20.0,-15.0,25.0,-19.0,30.0,-22.0,35.0,-26.0,45.0,-34.0,45.0,-34.0,50.0,-37.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-06 00:00:00,TS,-10.8,73.625,SH212013,30.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-7.0,15.0,-11.0,20.0,-15.0,25.0,-18.0,30.0,-22.0,40.0,-30.0,40.0,-30.0,45.0,-33.0,55.0,-41.0,50.0,-37.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-06 12:00:00,TS,-10.7,72.3125,SH212013,30.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-7.0,15.0,-11.0,20.0,-15.0,25.0,-18.0,30.0,-22.0,40.0,-30.0,40.0,-30.0,45.0,-33.0,55.0,-41.0,50.0,-37.0,45.0,-33.0,35.0,-26.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-07 00:00:00,TS,-10.6,70.875,SH212013,30.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-7.0,15.0,-11.0,20.0,-15.0,25.0,-18.0,30.0,-22.0,40.0,-30.0,40.0,-30.0,45.0,-33.0,55.0,-41.0,50.0,-37.0,45.0,-33.0,35.0,-26.0,25.0,-18.0,20.0,-15.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-07 12:00:00,TS,-11.2,69.125,SH212013,30.0,1000.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,10.0,-7.0,15.0,-11.0,20.0,-15.0,25.0,-18.0,30.0,-22.0,40.0,-30.0,40.0,-30.0,45.0,-33.0,55.0,-41.0,50.0,-37.0,45.0,-33.0,35.0,-26.0,25.0,-18.0,20.0,-15.0,15.0,-11.0,10.0,-7.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-08 00:00:00,TS,-11.0,66.1875,SH212013,35.0,996.0,0.0,0.0,0.0,0.0,5.0,-3.0,10.0,-7.0,15.0,-11.0,20.0,-14.0,25.0,-18.0,35.0,-26.0,35.0,-26.0,40.0,-29.0,50.0,-37.0,45.0,-33.0,40.0,-29.0,30.0,-22.0,20.0,-14.0,15.0,-11.0,10.0,-7.0,5.0,-3.0,0.0,0.0,0.0,0.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-08 12:00:00,TS,-11.1,64.1875,SH212013,35.0,996.0,5.0,-3.0,10.0,-7.0,15.0,-11.0,20.0,-14.0,25.0,-18.0,35.0,-26.0,35.0,-26.0,40.0,-29.0,50.0,-37.0,45.0,-33.0,40.0,-29.0,30.0,-22.0,20.0,-14.0,15.0,-11.0,10.0,-7.0,5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-11.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-09 00:00:00,TS,-11.5,62.3125,SH212013,45.0,989.0,5.0,-4.0,10.0,-7.0,15.0,-11.0,25.0,-19.0,25.0,-19.0,30.0,-22.0,40.0,-30.0,35.0,-26.0,30.0,-22.0,20.0,-15.0,10.0,-7.0,5.0,-4.0,0.0,0.0,-5.0,4.0,-10.0,7.0,-10.0,7.0,-10.0,7.0,5.0,-4.0,10.0,-7.0,15.0,-11.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-09 12:00:00,TS,-11.5,60.3125,SH212013,55.0,982.0,5.0,-4.0,15.0,-12.0,15.0,-12.0,20.0,-15.0,30.0,-23.0,25.0,-19.0,20.0,-15.0,10.0,-8.0,0.0,0.0,-5.0,3.0,-10.0,7.0,-15.0,11.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,-5.0,3.0,0.0,0.0,5.0,-4.0,5.0,-4.0,25.0,-19.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-10 00:00:00,TS,-12.0,58.8125,SH212013,70.0,970.0,0.0,0.0,5.0,-3.0,15.0,-11.0,10.0,-7.0,5.0,-3.0,-5.0,4.0,-15.0,12.0,-20.0,15.0,-25.0,19.0,-30.0,23.0,-35.0,26.0,-35.0,26.0,-35.0,26.0,-20.0,15.0,-15.0,12.0,-10.0,8.0,-10.0,8.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-10 12:00:00,TS,-12.3,58.0,SH212013,75.0,967.0,10.0,-8.0,5.0,-4.0,0.0,0.0,-10.0,7.0,-20.0,15.0,-25.0,18.0,-30.0,22.0,-35.0,26.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-25.0,18.0,-20.0,15.0,-15.0,11.0,-15.0,11.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,0.0,0.0,-5.0,3.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-11 00:00:00,TS,-12.6,58.0,SH212013,80.0,963.0,-5.0,4.0,-15.0,11.0,-25.0,19.0,-30.0,22.0,-35.0,26.0,-40.0,30.0,-45.0,33.0,-45.0,33.0,-45.0,33.0,-30.0,22.0,-25.0,19.0,-20.0,15.0,-20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.0,-10.0,7.0,-20.0,15.0,-35.0,26.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-11 12:00:00,TS,-13.0,58.1875,SH212013,65.0,974.0,-10.0,8.0,-15.0,11.0,-20.0,15.0,-25.0,19.0,-30.0,22.0,-30.0,22.0,-30.0,22.0,-15.0,11.0,-10.0,8.0,-5.0,4.0,-5.0,4.0,15.0,-11.0,15.0,-11.0,15.0,-11.0,10.0,-7.0,5.0,-4.0,-5.0,4.0,-20.0,15.0,-25.0,19.0,-35.0,26.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-12 00:00:00,TS,-13.6,58.6875,SH212013,50.0,985.0,-5.0,4.0,-10.0,8.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,0.0,0.0,5.0,-3.0,10.0,-7.0,10.0,-7.0,30.0,-22.0,30.0,-22.0,30.0,-22.0,25.0,-18.0,20.0,-15.0,10.0,-7.0,-5.0,4.0,-10.0,8.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-12 12:00:00,TS,-14.7,59.1875,SH212013,40.0,993.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,10.0,-8.0,15.0,-11.0,20.0,-15.0,20.0,-15.0,40.0,-30.0,40.0,-30.0,40.0,-30.0,35.0,-26.0,30.0,-23.0,20.0,-15.0,5.0,-4.0,0.0,0.0,-10.0,7.0,-10.0,7.0,-10.0,7.0,-10.0,7.0,-15.0,11.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-13 00:00:00,TS,-15.8,59.5,SH212013,35.0,996.0,0.0,0.0,15.0,-11.0,20.0,-14.0,25.0,-18.0,25.0,-18.0,45.0,-33.0,45.0,-33.0,45.0,-33.0,40.0,-29.0,35.0,-26.0,25.0,-18.0,10.0,-7.0,5.0,-3.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-10.0,8.0,-10.0,8.0,-10.0,8.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-13 12:00:00,TS,-16.7,59.0,SH212013,50.0,985.0,5.0,-3.0,10.0,-7.0,10.0,-7.0,30.0,-22.0,30.0,-22.0,30.0,-22.0,25.0,-18.0,20.0,-15.0,10.0,-7.0,-5.0,4.0,-10.0,8.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-25.0,19.0,-25.0,19.0,-25.0,19.0,-30.0,22.0,-30.0,22.0,2013
2013093S08074,2013,SI,MM,IMELDA,2013-04-14 00:00:00,TS,-16.9,59.1875,SH212013,60.0,978.0,0.0,0.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,15.0,-11.0,10.0,-8.0,0.0,0.0,-15.0,11.0,-20.0,15.0,-30.0,22.0,-30.0,22.0,-30.0,22.0,-30.0,22.0,-35.0,26.0,-35.0,26.0,-35.0,26.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,-40.0,29.0,2013
2013128S05086,2013,SI,MM,JAMALA,2013-05-08 12:00:00,TS,-5.9,85.0,SH242013,30.0,1000.0,5.0,-4.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,15.0,-11.0,15.0,-11.0,15.0,-11.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,0.0,0.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,-5.0,4.0,2013
2013128S05086,2013,SI,MM,JAMALA,2013-05-09 00:00:00,TS,-6.6,85.3125,SH242013,40.0,993.0,0.0,0.0,0.0,0.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-10.0,7.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,2013
2013128S05086,2013,SI,MM,JAMALA,2013-05-09 12:00:00,TS,-7.5,86.0,SH242013,40.0,993.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-10.0,7.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,2013
2013128S05086,2013,SI,MM,JAMALA,2013-05-10 00:00:00,TS,-8.3,86.125,SH242013,45.0,989.0,0.0,0.0,-10.0,7.0,-10.0,7.0,-10.0,7.0,-10.0,7.0,-15.0,11.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,15.0,-25.0,18.0,-25.0,18.0,2013
2013130N04093,2013,NI,BB,MAHASEN:VIYARU,2013-05-10 00:00:00,TS,4.5,93.5,IO012013,25.0,1004.0,10.0,-8.0,10.0,-8.0,10.0,-8.0,15.0,-11.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,20.0,-15.0,2013
2013130N04093,2013,NI,BB,MAHASEN:VIYARU,2013-05-10 12:00:00,TS,5.4,92.3125,IO012013,35.0,996.0,0.0,0.0,5.0,-3.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,10.0,-7.0,2013
2013130N04093,2013,NI,BB,MAHASEN:VIYARU,2013-05-11 00:00:00,TS,6.8,91.0,IO012013,40.0,993.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,2013
2013130N04093,2013,NI,BB,MAHASEN:VIYARU,2013-05-11 12:00:00,TS,8.3,89.1875,IO012013,45.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4.0,-10.0,7.0,2013
2013158N13129,2013,WP,MM,YAGI,2013-06-08 12:00:00,TS,17.8,130.125,WP032013,25.0,1001.0,10.0,-5.0,10.0,-5.0,10.0,-5.0,10.0,-5.0,10.0,-5.0,15.0,-8.0,20.0,-12.0,25.0,-16.0,30.0,-19.0,25.0,-16.0,25.0,-16.0,20.0,-12.0,15.0,-8.0,10.0,-5.0,5.0,-1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,2013
2013158N13129,2013,WP,MM,YAGI,2013-06-09 00:00:00,TS,19.7,131.0,WP032013,35.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-3.0,10.0,-7.0,15.0,-11.0,20.0,-14.0,15.0,-11.0,15.0,-11.0,10.0,-7.0,5.0,-3.0,0.0,0.0,-5.0,4.0,-10.0,8.0,-10.0,8.0,-10.0,8.0,-10.0,8.0,-10.0,8.0,-15.0,11.0,-15.0,11.0,2013
2013158N13129,2013,WP,MM,YAGI,2013-06-09 12:00:00,TS,21.1,132.25,WP032013,35.0,996.0,0.0,0.0,5.0,-3.0,10.0,-7.0,15.0,-11.0,20.0,-14.0,15.0,-11.0,15.0,-11.0,10.0,-7.0,5.0,-3.0,0.0,0.0,-5.0,4.0,-10.0,8.0,-10.0,8.0,-10.0,8.0,-10.0,8.0,-10.0,8.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,2013
2013158N13129,2013,WP,MM,YAGI,2013-06-10 00:00:00,TS,22.4,133.375,WP032013,40.0,993.0,5.0,-4.0,10.0,-8.0,15.0,-11.0,10.0,-8.0,10.0,-8.0,5.0,-4.0,0.0,0.0,-5.0,3.0,-10.0,7.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-15.0,11.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,-20.0,14.0,2013
2013175N12256,2013,EP,MM,COSME,2013-06-23 12:00:00,TS,11.8,256.375,EP032013,30.0,1005.0,0.0,0.0,5.0,-2.0,10.0,-5.0,15.0,-8.0,20.0,-10.0,25.0,-13.0,30.0,-15.0,35.0,-17.0,40.0,-21.0,45.0,-25.0,40.0,-22.0,35.0,-20.0,30.0,-17.0,20.0,-12.0,15.0,-5.0,5.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,2013
2013175N12256,2013,EP,MM,COSME,2013-06-24 00:00:00,TS,12.2,255.875,EP032013,35.0,1003.0,5.0,-3.0,10.0,-6.0,15.0,-8.0,20.0,-11.0,25.0,-13.0,30.0,-15.0,35.0,-19.0,40.0,-23.0,35.0,-20.0,30.0,-18.0,25.0,-15.0,15.0,-10.0,10.0,-3.0,0.0,0.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,3.0,-10.0,3.0,-10.0,3.0,2013
2013175N12256,2013,EP,MM,COSME,2013-06-24 12:00:00,TS,13.8,254.5,EP032013,45.0,997.0,5.0,-2.0,10.0,-5.0,15.0,-7.0,20.0,-9.0,25.0,-13.0,30.0,-17.0,25.0,-14.0,20.0,-12.0,15.0,-9.0,5.0,-4.0,0.0,3.0,-10.0,6.0,-15.0,7.0,-15.0,7.0,-15.0,7.0,-15.0,9.0,-20.0,9.0,-20.0,9.0,-20.0,9.0,-25.0,9.0,2013
2013175N12256,2013,EP,MM,COSME,2013-06-25 00:00:00,TS,15.6,252.5,EP032013,55.0,992.0,5.0,-2.0,10.0,-4.0,15.0,-8.0,20.0,-12.0,15.0,-9.0,10.0,-7.0,5.0,-4.0,-5.0,1.0,-10.0,8.0,-20.0,11.0,-25.0,12.0,-25.0,12.0,-25.0,12.0,-25.0,14.0,-30.0,14.0,-30.0,14.0,-30.0,14.0,-35.0,14.0,-35.0,14.0,-35.0,15.0,2013
2013175N12256,2013,EP,MM,COSME,2013-06-25 12:00:00,TS,17.2,249.8125,EP032013,65.0,988.0,5.0,-4.0,10.0,-8.0,5.0,-5.0,0.0,-3.0,-5.0,0.0,-15.0,5.0,-20.0,12.0,-30.0,15.0,-35.0,16.0,-35.0,16.0,-35.0,16.0,-35.0,18.0,-40.0,18.0,-40.0,18.0,-40.0,18.0,-45.0,18.0,-45.0,18.0,-45.0,19.0,-45.0,20.0,-45.0,20.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-06-30 00:00:00,TS,13.3,257.0,EP042013,30.0,1006.0,5.0,-1.0,5.0,-2.0,5.0,-2.0,10.0,-3.0,15.0,-6.0,20.0,-8.0,25.0,-10.0,25.0,-12.0,25.0,-12.0,35.0,-20.0,40.0,-22.0,40.0,-21.0,35.0,-19.0,35.0,-19.0,30.0,-15.0,20.0,-11.0,20.0,-11.0,10.0,-6.0,5.0,-2.0,0.0,-1.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-06-30 12:00:00,TS,15.1,256.875,EP042013,35.0,1004.0,0.0,0.0,5.0,-1.0,10.0,-4.0,15.0,-6.0,20.0,-8.0,20.0,-10.0,20.0,-10.0,30.0,-18.0,35.0,-20.0,35.0,-19.0,30.0,-17.0,30.0,-17.0,25.0,-13.0,15.0,-9.0,15.0,-9.0,5.0,-4.0,0.0,0.0,-5.0,1.0,-5.0,2.0,-5.0,2.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-07-01 00:00:00,TS,16.5,255.875,EP042013,40.0,1003.0,5.0,-3.0,10.0,-5.0,15.0,-7.0,15.0,-9.0,15.0,-9.0,25.0,-17.0,30.0,-19.0,30.0,-18.0,25.0,-16.0,25.0,-16.0,20.0,-12.0,10.0,-8.0,10.0,-8.0,0.0,-3.0,-5.0,1.0,-10.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,-15.0,3.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-07-01 12:00:00,TS,17.5,254.5,EP042013,50.0,998.0,5.0,-2.0,5.0,-4.0,5.0,-4.0,15.0,-12.0,20.0,-14.0,20.0,-13.0,15.0,-11.0,15.0,-11.0,10.0,-7.0,0.0,-3.0,0.0,-3.0,-10.0,2.0,-15.0,6.0,-20.0,7.0,-20.0,8.0,-20.0,8.0,-20.0,8.0,-25.0,8.0,-25.0,8.0,-25.0,9.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-07-02 00:00:00,TS,17.9,253.5,EP042013,55.0,994.0,0.0,0.0,10.0,-8.0,15.0,-10.0,15.0,-9.0,10.0,-7.0,10.0,-7.0,5.0,-3.0,-5.0,1.0,-5.0,1.0,-15.0,6.0,-20.0,10.0,-25.0,11.0,-25.0,12.0,-25.0,12.0,-25.0,12.0,-30.0,12.0,-30.0,12.0,-30.0,13.0,-30.0,13.0,-30.0,13.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-07-02 12:00:00,TS,18.2,253.1875,EP042013,65.0,986.0,5.0,-2.0,5.0,-1.0,0.0,1.0,0.0,1.0,-5.0,5.0,-15.0,9.0,-15.0,9.0,-25.0,14.0,-30.0,18.0,-35.0,19.0,-35.0,20.0,-35.0,20.0,-35.0,20.0,-40.0,20.0,-40.0,20.0,-40.0,21.0,-40.0,21.0,-40.0,21.0,-40.0,21.0,-40.0,22.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-07-03 00:00:00,TS,18.3,252.8125,EP042013,70.0,985.0,-5.0,2.0,-5.0,2.0,-10.0,6.0,-20.0,10.0,-20.0,10.0,-30.0,15.0,-35.0,19.0,-40.0,20.0,-40.0,21.0,-40.0,21.0,-40.0,21.0,-45.0,21.0,-45.0,21.0,-45.0,22.0,-45.0,22.0,-45.0,22.0,-45.0,22.0,-45.0,23.0,-45.0,23.0,-50.0,23.0,2013
2013180N11256,2013,EP,MM,DALILA,2013-07-03 12:00:00,TS,17.8,252.375,EP042013,65.0,987.0,-5.0,4.0,-15.0,8.0,-15.0,8.0,-25.0,13.0,-30.0,17.0,-35.0,18.0,-35.0,19.0,-35.0,19.0,-35.0,19.0,-40.0,19.0,-40.0,19.0,-40.0,20.0,-40.0,20.0,-40.0,20.0,-40.0,20.0,-40.0,21.0,-40.0,21.0,-45.0,21.0,-45.0,21.0,-45.0,21.0,2013
2013186N13262,2013,EP,MM,ERICK,2013-07-04 12:00:00,TS,13.2,261.8125,EP052013,30.0,1006.0,0.0,0.0,5.0,-1.0,10.0,-3.0,20.0,-8.0,25.0,-10.0,30.0,-15.0,35.0,-19.0,40.0,-23.0,40.0,-22.0,40.0,-22.0,40.0,-22.0,35.0,-20.0,25.0,-13.0,20.0,-10.0,15.0,-8.0,10.0,-5.0,10.0,-5.0,5.0,-3.0,0.0,1.0,-5.0,5.0,2013
2013187N20156,2013,WP,MM,SOULIK,2013-07-07 12:00:00,TS,19.2,148.25,WP072013,25.0,1004.0,5.0,-4.0,10.0,-8.0,20.0,-15.0,35.0,-26.0,45.0,-34.0,50.0,-37.0,60.0,-45.0,75.0,-56.0,90.0,-67.0,100.0,-75.0,100.0,-75.0,100.0,-75.0,90.0,-67.0,80.0,-60.0,70.0,-52.0,70.0,-52.0,70.0,-52.0,65.0,-48.0,65.0,-48.0,55.0,-41.0,2013
